医療機関名,保険区分,都道府県名,市区町村名,所在地,緯度,経度,distance_km,病床数計,診療科目
医療法人社団　りょうふう　春木医院,医科,東京都,武蔵野市,武蔵野市境一丁目５番４号,35.70502,139.54416,2.7942967870657736,0,内 小 皮 リハ 放
むさしの耳鼻科矢野医院,医科,東京都,武蔵野市,武蔵野市西久保三丁目７番１１号,35.713,139.56194,2.8001918732926225,0,耳い 気食
おおやクリニック,医科,東京都,武蔵野市,武蔵野市境二丁目８番３号,35.70456,139.54196,2.8177073891353905,0,内 小 産 婦
黒目川診療所西東京,医科,東京都,西東京市,西東京市栄町二丁目１番地２８号　ＪＵＮさかえ２０２号室,35.75208,139.55443,2.8537941871700854,0,内 呼内
武蔵野陽和会病院,医科,東京都,武蔵野市,武蔵野市緑町二丁目１番３３号,35.71645,139.56583,2.854429195661171,103,内 消 外 整外 脳外 ひ リハ 放
アレルギークリニックむさしの,医科,東京都,武蔵野市,武蔵野市緑町１－２－１９,35.7138,139.56371,2.8653609137866587,0,アレ
医療法人社団　陽和会　にしくぼ診療所,医科,東京都,武蔵野市,武蔵野市緑町二丁目１番４０号,35.7153,139.56512,2.869548732935254,0,内
医療法人社団　陽和会　さくら並木クリニック,医科,東京都,武蔵野市,武蔵野市吉祥寺北町四丁目１１番２０号,35.71635,139.56598,2.8717767914997685,0,内 皮 眼
廣川クリニック,医科,東京都,西東京市,西東京市東町四丁目８番２８号　ＪＵＮ西東京市１０１,35.74363,139.56569,2.875015133024475,0,内 呼内 アレ 小
医療法人社団　理栄会　岡村皮フ科医院,医科,東京都,小金井市,小金井市梶野町二丁目７番２号,35.70531,139.52847,2.8752755428265355,0,皮
医療法人社団　かみやま内科クリニック,医科,東京都,武蔵野市,武蔵野市境一丁目９番９号　温泉通りビル１階,35.70433,139.54483,2.8807094137097593,0,内 消化器内科
河原クリニック,医科,東京都,武蔵野市,武蔵野市西久保二丁目１４番５号,35.70834,139.55742,2.916153458548256,0,整外 形外 美外 皮 リウ
新座こだまクリニック,医科,埼玉県,新座市,新座市栗原５－６－１２　第一光進マンション２０１,35.75464,139.54921,2.920660610121076,0,内 精
みわハートクリニック,医科,東京都,西東京市,西東京市東町二丁目１４番１２号　パラツィーナ保谷１０１号,35.74677,139.56355,2.926321216915572,0,内 循
めぐみクリニック,医科,東京都,武蔵野市,武蔵野市境一丁目３番２号　セントラルＶＩＶＯ１３２　３階Ａ,35.70372,139.5442,2.937370895310745,0,神 精 内 心内
武蔵境こころのクリニック,医科,東京都,武蔵野市,武蔵野市境二丁目２番２０号　スクエア武蔵境３階３０１号室,35.70369,139.54411,2.9393244277491664,0,精 心内
医療法人社団　友利会　むさしの内視鏡・胃腸内科クリニック,医科,東京都,武蔵野市,武蔵野市境二丁目２番２０号　スクエア武蔵境２０２,35.70369,139.54411,2.9393244277491664,0,消化器内科 胃腸内科 内視鏡内科 肛門内科 内
武蔵境皮フ科クリニック,医科,東京都,武蔵野市,武蔵野市境一丁目３番１号　ネオック中央ビル２階,35.70354,139.5442,2.957110372254914,0,皮
たきぐち内科クリニック,医科,東京都,東久留米市,東久留米市前沢四丁目３１番４号,35.74352,139.5107,2.9614560470105897,0,内
かしわでクリニック,医科,東京都,武蔵野市,武蔵野市境二丁目１５番５号　１階,35.70311,139.54176,2.97648131000624,0,内 麻 外 漢方内科
ウエルネスクリニック,医科,東京都,武蔵野市,武蔵野市境二丁目１２番１３号　飯田ビル４階,35.70319,139.5433,2.983356628823746,0,内 アレ
かたおか医院,医科,東京都,武蔵野市,武蔵野市西久保三丁目２番２２号　イノグリーンフォレスト１０１,35.71219,139.56389,2.9919240208632343,0,内 呼 消
むさしの中町クリニック　脳神経外科・整形外科・リハビリテーション科,医科,東京都,武蔵野市,武蔵野市中町三丁目４番１０号　エルフレア武蔵野１階,35.71253,139.56425,2.9922378727284302,0,脳外 整外 リハ
医療法人社団　ＨＫＣ　はなこキッズクリニック,医科,東京都,小平市,小平市鈴木町２－８６５－９７－１階,35.71871,139.50848,3.000652661983246,0,小 アレ
鈴木町クリニック,医科,東京都,小平市,小平市鈴木町二丁目８６５番地の９７・２階,35.71871,139.50848,3.000652661983246,0,内 消化器内科 外
竹本内科小児科医院,医科,東京都,小平市,小平市鈴木町二丁目２０５番地の１７,35.72366,139.5063,3.0113972988695137,0,糖尿病代謝内科 内 小
一般財団法人　天誠会　武蔵境病院,医科,東京都,武蔵野市,武蔵野市境一丁目１８番６号,35.70354,139.54715,3.0124925857690203,44,内 整外 外 リハ
森医院,医科,東京都,武蔵野市,武蔵野市境一丁目２番３号,35.70299,139.54424,3.018033501482876,0,内 消 胃
医療法人社団　雄平会　長沼整形外科・内科医院,医科,東京都,武蔵野市,武蔵野市境二丁目１３番６号　１階,35.70274,139.54221,3.021328642890774,0,整外 内 リハ 胃腸内科
城西内科クリニック,医科,埼玉県,新座市,新座市栗原五丁目６番２６号,35.75579,139.54854,3.0238857546207916,0,内 他
医療法人社団　令仁会　むさしのメンタルクリニック,医科,東京都,武蔵野市,武蔵野市境二丁目１４番８号　アドニス・モリヤ１階１０１－Ａ号,35.7025,139.54208,3.0467147086476625,0,心内 精
田村クリニック,医科,東京都,西東京市,西東京市東町四丁目１３番２３号　メープルヴィレッジ１階,35.74589,139.56621,3.055046215575978,0,内 神内 循 脳外 糖尿病内科
司馬クリニック,医科,東京都,武蔵野市,武蔵野市境二丁目２番３号　渡辺ビル５階,35.70256,139.54367,3.0573967816506786,0,精 心内
サルスクリニック武蔵境,医科,東京都,武蔵野市,武蔵野市境一丁目１５番５号　グランシャルール武蔵境３階,35.70278,139.54549,3.061327555611378,0,内 糖尿病内科 腎臓内科
安達ウィメンズライフクリニック,医科,東京都,武蔵野市,武蔵野市境１－１５－５　グランシャルール武蔵境　２階,35.70278,139.54549,3.061327555611378,0,産婦 婦 漢方内科
おぎわらこどもクリニック,医科,東京都,武蔵野市,武蔵野市中町三丁目３番２号　ベルジュール武蔵野１０２号室,35.71042,139.56294,3.0624781883952568,0,小 アレ
耳鼻咽喉科青木クリニック,医科,東京都,武蔵野市,武蔵野市境二丁目１４番１号　スイングビル４０２,35.7024,139.54271,3.0638129572318538,0,耳い 気食 アレ
医療法人社団　白百合会　スイング・ビル野崎クリニック,医科,東京都,武蔵野市,武蔵野市境二丁目１４番１号　スイング８階８０３号室,35.7024,139.54271,3.0638129572318538,0,内 心内 アレ 循環器内科 神内
武蔵境病院付属あんずクリニック,医科,東京都,武蔵野市,武蔵野市境南町四丁目１番１５号,35.70203,139.53784,3.0857689276938847,0,整外 内 小 皮 リハ リウ
医療法人社団　學風会　むさしの糖尿病・甲状腺クリニック,医科,東京都,武蔵野市,武蔵野市境一丁目１５番１０号　イストワール１０１号Ｂ,35.70266,139.54637,3.0909995160365287,0,内 糖尿病内科 内分泌内科 心内
医療法人社団　圭徳会　武蔵境駅前クリニック,医科,東京都,武蔵野市,武蔵野市境一丁目１５番１０号　イストワール２階,35.70266,139.54637,3.0909995160365287,0,人工透析内科
まつばらホームクリニック,医科,東京都,西東京市,西東京市東町四丁目１４番１８号　かえでビル２階Ｂ,35.74641,139.56635,3.09944784638855,0,内 循環器内科
公益財団法人　武蔵野健康づくり事業団　付属診療所,医科,東京都,武蔵野市,武蔵野市吉祥寺北町四丁目８番１０号　武蔵野市立保健センター２階,35.7131,139.56635,3.1018573484330316,0,内 放
医療法人社団　白百合会　リリーローズメロディチャイルドクリニック,医科,東京都,武蔵野市,武蔵野市境一丁目１番７号　ＱｕＯＬａ１階Ｃ号,35.70234,139.54514,3.1033238163771895,0,小 内 アレ
久滋医院,医科,東京都,小金井市,小金井市梶野町四丁目５番７号,35.70518,139.52214,3.1206619912791864,0,内 小 心内
医療法人社団　山本・前田記念会　前田病院,医科,東京都,東久留米市,東久留米市中央町五丁目１３番３４号,35.75023,139.51505,3.125800352712503,39,整外 脳外 救急科 麻 リハ
増田整形外科医院,医科,東京都,練馬区,練馬区関町北二丁目２０番１０号,35.72591,139.57312,3.1275943653617935,0,整外 リハ リウ
第１臼田医院,医科,東京都,武蔵野市,武蔵野市西久保一丁目１８番１６号,35.70698,139.55927,3.1363960988298962,19,内 婦
かわべ内科クリニック,医科,東京都,小金井市,小金井市緑町二丁目２番１号　エスポワール小金井１－東号室,35.70504,139.52167,3.1548928184341425,0,内 消 小
ＢＩＧ　ＴＲＥＥ．練馬クリニック,医科,東京都,西東京市,西東京市東町三丁目１３番１９号　２階２Ｇ号　ソレイユ保谷２階,35.74759,139.56609,3.1611870510398505,0,疼痛緩和内科 整外 麻
東小金井駅前こどもクリニック,医科,東京都,小金井市,小金井市梶野町五丁目３番２５－２０９号クリオ東小金井パークフロント,35.70372,139.52466,3.165455026685174,0,小 アレ
保谷北町　かなざわファミリークリニック,医科,東京都,西東京市,西東京市北町一丁目６番１号　レッツビルディング２階,35.75298,139.55933,3.177093944520382,0,内 小 外 整外 皮 アレ
ポレポレクリニック,医科,東京都,武蔵野市,武蔵野市境南町二丁目３番４号　五番館ビル４階,35.70132,139.54427,3.2018140729083098,0,内 精 小 心療内科 小児心療内科 漢方内科 小児漢方内科
英世会第二画像診断クリニック,医科,東京都,東久留米市,東久留米市本町一丁目１６番３７号,35.75814,139.53229,3.2088497584693347,0,放
ひがこ北口内科クリニック,医科,東京都,小金井市,小金井市梶野町五丁目１１番５号　パピスプラザ２階,35.70253,139.52702,3.210237702576714,0,内 消化器内科 小
医療法人社団　愛咲　あい皮膚科クリニック,医科,東京都,小金井市,小金井市梶野町五丁目１１番５号　パピスプラザ２０３号室,35.70253,139.52702,3.210237702576714,0,皮膚科 小児皮膚科 美容皮膚科
髙見澤整形外科クリニック,医科,東京都,小金井市,小金井市梶野町五丁目１１番５号　パピスプラザ２０５号室,35.70253,139.52702,3.210237702576714,0,整外 リハ リウ
関町内科クリニック,医科,東京都,練馬区,練馬区関町北五丁目６番１号　トパーズハイム１０１号,35.73144,139.57439,3.2178945133980497,0,内 循 小
前澤クリニック,医科,東京都,武蔵野市,武蔵野市境南町三丁目１５番２１号,35.70068,139.53955,3.2353735184956895,0,内 消 循 小 放
吉方病院,医科,東京都,武蔵野市,武蔵野市中町二丁目２番４号,35.70699,139.56111,3.2361854276925035,59,整外 外 内 リハ
下河辺整形外科クリニック,医科,東京都,小金井市,小金井市緑町二丁目１番３０号,35.70493,139.52011,3.236697956486669,0,整外 内 リハ リウ
関町眼科医院,医科,東京都,練馬区,練馬区関町北二丁目１４番１１号,35.72546,139.5743,3.240167305916806,0,眼
医療法人社団　豊済会　境南クリニック,医科,東京都,武蔵野市,武蔵野市境南町二丁目７番１９号　境南スカイビル３階・４階・５階,35.70075,139.54274,3.246427878606119,0,内 人工透析内科 腎臓内科
